sla,rating,complaint_ref_no,incident_date,mode,channel_type,from_fois,complaint_type,sub_type,zn_cd,div_cd,dept_cd,\nSTATUS,\ncreated_on,modified_on,diff,complaint,remarks,train_station,own_zn_cd,own_div_cd,commodity_name,forwarded,train_class,berth_no,feedback_remarks,next_station,physical_coach_no,train_name
SLA 2,,2.02404E+12,,T,H,0,Punctuality,Late Running,EC,SPJ,CHG,Closed,02-04-2024 06:07,02-04-2024 13:02,06:54,Customer has raised a complaint due to later running of train ,Sir this train has  right  time departure at KVC point.,15202,EC,DNR,,2,,,,,,BUG-PPTA INTERCITY EXP [MAIL EXPRESS]
No,Excellent,2.02404E+12,,T,H,0,Security,Unauthorized person in Ladies/Disabled Coach/SLR/Reserve Coach,NF,APDJ,CML,Closed,02-04-2024 06:07,02-04-2024 06:26,00:18,UNAUTHORIZED PERSON PASSENGER KI SEAT PER KOI AUR BHITHA HAII ,"Thank you for bringing this matter to the attention of APDJ Division. Respected sir, after conversation with you it could be learnt that you have been travelling in train no-15657 up  from JPE to KYQ & also boarded at in JPE ,in coach no S 3, Berth no-79,under PNR NO is-2540691520  Sir regarding your complaint on duty TTE & RPF staff advised to attend you immediately & for resolved your problem. Inconvenience caused is deeply regretted.     ",15657,NF,LMG,,1,SL,79,,FLK,236320,BRAHMAPUTRA MAIL [MAIL EXPRESS]
No,Excellent,2.02404E+12,,T,H,0,Water Availability,Toilet,EC,MGS,CNW,Closed,02-04-2024 06:07,02-04-2024 06:54,00:46,Customer has registered a complaint stating that there is no water available in the toilets  ,"प्रिय यात्री, आपकी शिकायत का समाधान हमारे वाटरिंग स्टाफ द्वारा कर दिया गया है। आपकी बहुमूल्य प्रतिक्रिया हमारे लिए महत्वपूर्ण है। आपकी आगे की सुखद, सुरक्षित और आरामदायक यात्रा की कामना करता हूँ l",2358,EC,DNR,,,SL,57,,DDU,,ANVT-RJPB SF EXPRESS SPL [TRAIN ON DEMAND]
No,Excellent,2.02404E+12,,T,H,0,Security,Luggage Left Behind/Unclaimed/Suspected Articles,NC,JHS,RPF,Closed,02-04-2024 06:08,02-04-2024 06:27,00:19,Customer has complained that he has forgot to claim his luggage money wallet so please check  ,"SHIKAYATKARTA SATYAM NE BATAYA KI MERA PURSE SEAT PAR HI RAH GAYA THA ,BANDA STN. KE DY.SS DWARA ATARRA STN. KE DY. SS KO PHONE DWARA BATAYA AUR ATTEND KARAYA MERA PURSE MIL GAYA HE ,ANYA SAHAYATA KE LIYE MOB. 9794825819 PAR SAMPARK KARE",12448,NR,DLI,,,3A,23,Very fast and good response ,ATE,227373,U P S KRANTI EXP [MAIL EXPRESS]
No,,2.02404E+12,02-04-2024 05:50,S,W,0,Corruption / Bribery,Corruption / Bribery,CR,CSTM,CML,Closed,02-04-2024 06:08,02-04-2024 06:40,00:32,"Attendant at Ladies toilet located on platform no 1 of Kalyan Junction asked me to pay rs 10 before entering. When I said urinal is free of charge, she said 'tumcha baap yenar ka saaf karayla.' Then I insisted that I can't hold and need to urinate urgently and ran towards the toilet. When I returned, she blocked the door saying I can't leave without paying. I told her that I don't have money and my husband will pay who is standing outside. Then she came out and started arguing with my husband. He called a Maharashtra Police constable who was passing by and told him what was going on. The constable told the lady to let me go and walked away. (He seemed to be in hurry to catch a local train). Then the woman started cursing me, my husband and the constable too. We simply walked away. This has happened in past too. Our oral complaints to station master and other railway staff have been useless.",The matter has been informed to the competent authority and will be investigated and take necessary action. I will be thankful for your understanding and consideration.  ,KYN,,,,,,,,,,NA
No,,2.02404E+12,,T,H,0,Water Availability,Toilet,NR,UMB,CNW,Closed,02-04-2024 06:09,02-04-2024 07:57,01:48,Customer has registered a complaint stating that there is no water available in the toilets and not clean so pleased check   ,"We are sorry for the inconvenience caused to you. Your complaint has been attended by SSE CHG UMB SH B.S. MEENA .Thank you for bringing the issue to our notice. This will help us to serve assurance and improvement. We wish you a happy, safe and comfortable journey ahead! Our esteemed passengers in a better and efficient manner. We also request you for your valuable feedback for further quality. ",15655,NF,LMG,,,SL,74,,UMB,,KYQ-SVDK EXPRESS [MAIL EXPRESS]
SLA 2,,2.02404E+12,,T,H,0,Water Availability,Toilet,NF,LMG,CNW,Closed,02-04-2024 06:10,02-04-2024 12:02,05:51,NO WATER IN TOILETS CX NEED HELP COACH NO:-B2,Action taken by: DBRG RAILMADAD (CNW_NF_TSK)  Forwarded to: CNW_NF_LMG  Remarks: As conversation with passenger water is available.kindly close the complaint  ,22503,NF,TSK,,8,3A,9,,KOJ,213962,VIVEK EXPRESS [SUPERFAST]
No,,2.02404E+12,02-04-2024 06:07,T,W,0,Bed Roll,Non Availability,SC,SC,CNW,Closed,02-04-2024 06:10,02-04-2024 06:27,00:17,No attender available. One of the attender is sleeping and having rude behaviour. Not providing bed roll,"Sir, Sorry for the inconvenience caused , BEDROLL Provided by linen staff. However we thank you for bringing the matter to our notice and assure you of our best services.    Thanks for your concern. We wishes you comfortable journey.",12720,SC,SC,,,3A,47,,MKU,187123,HYB-JP EXP [SUPERFAST]
No,,2.02404E+12,02-04-2024 06:07,T,W,0,Electrical Equipment,Air Conditioner ,SE,KGP,ELE,Closed,02-04-2024 06:10,02-04-2024 07:44,01:33,Ac is not working from morning 4am,"ONBOARD TECHNICIAN MR.S.K.SINHA ATTENDED COACH NO. B 3 ( 148128) FOUND AC PLANT NOT WORKING. THE SAME TECHNICIAN ATTENDED AND RECTIFIED. NOW INSIDE TEMP 22°C WITH AN AMBIENT TEMP OF 28°C. NOW COACH INSIDE COOLING IS OKAY. THE SAME WAS DISCUSSED WITH THE PASSENGER, SHE ALSO AGREED WITH US. ",12246,SE,KGP,,,3A,1,,BBS,148128,SMVB  HWH DURANTO EXP [DURONTO EXPRESS]
No,Satisfactory,2.02404E+12,,S,H,0,Luggage / Parcels ,Delivery,CR,SUR,CML,Closed,02-04-2024 06:11,02-04-2024 06:21,00:09,Customer complaint regarding a luggage and parcel delivery issue. ,SPOKEN WITH PASSENGER AND THIS PARCEL WAS TO OVERCARRIED TO KANAYAKUMARI STATION WE INFORM THIS STATION EARLY RELODED THE PARCEL AND MESSAGE TO YOUR MO NO . THANKS TO USING RAILMADAT.,KLBG,,,Bike/Bicycle/Two wheeler,,,,My parcel not taking in my Two wheeler plz help me my Parcel PR NUMBER : 8415818544 ,,,NA
SLA 1,,2.02404E+12,02-04-2024 05:59,T,A,0,Security,Unauthorized person in Ladies/Disabled Coach/SLR/Reserve Coach,NR,UMB,CML,Closed,02-04-2024 06:11,02-04-2024 09:23,03:11,Unauthorized person is sitting on booked and confirmed ticket A1-44 Boarding frim MLPR TO KATHUA AND TTE AND COACH ATTENDANT IS NOT AVAILABKE FROM LAST ONE HRS . TRAVELLERS IS LADIES AND SICK WOMEN FROM BP AND OTHET PROBLEM.  NEED IMMEFIATE HELP OR DEPUTE TTE TOSORZ OUT THE MATTER ,"Sir, regarding your complaint, strict instructions have been given to the staff at work to work smoothly in their work, otherwise appropriate action will be taken. SORRY FOR INCONVENIENCE CAUSED IS DEEPLY REGRETTED.THANKS FOR USING RAIL MADAD.We assure you to provide better service. Please submit feedback (Rating) and remarks asresponse received from this office. Thank you for lodging the complaint and using the railway services.",13151,ER,SDAH,,6,2A,44,,,62054,KOAA-JAT EXP [MAIL EXPRESS]
No,,2.02404E+12,02-04-2024 06:11,T,M,0,Electrical Equipment,Air Conditioner ,EC,SEE,ELE,Closed,02-04-2024 06:12,02-04-2024 08:03,01:51,"why railways arrange special trains.. In the name of AC coaches all retired coaches are attached, Travelling in Train No- 05272, A2, From Bangalore their is no AC running in AC coach, children's crying due to suffocation. No one ready to listen complains.  ",महोदय आपको हुई असुविधा के लिए हमें बेहद खेद है l आपकी कंप्लेंट के अनुसार आप कोच में AC नहीं चल रहा है ACCI MUSTAQ JI से बात करने पर बताएं कि यह गाड़ी ICF rake है गाड़ी का प्रॉपर running से नही चलने के कारण बैटरी वोल्टेज डाउन हो गया था जिससे दो कंप्रेसर पर कूलिंग हो रही थी जिस कारण से कूलिंग प्रभावित था जब गाड़ी प्रॉपर स्पीड में चलने लगी है तो चारों कंप्रेसर ऑन कर कूलिंग को ठीक कर दिया गया है अब आपके कोच में टेंपरेचर 22' है महोदय यात्रा के दौरान हुई असुविधा के लिए हमें बेहद खेद है अब इस कंप्लेंट को बंद किया जा रहा है ,5272,EC,SEE,,,2A,5,,BPQ,,YPR-MFP-EXPRESS SPL [TRAIN ON DEMAND]
No,Excellent,2.02404E+12,,T,H,0,Security,Luggage Left Behind/Unclaimed/Suspected Articles,WR,BRC,RPF,Closed,02-04-2024 06:12,02-04-2024 06:31,00:19,yatri ka saman train mai reh gaya hai ,"शिकायतकर्ता से संपर्क करने पर बताया कि सूरत से वडोदरा तक यात्रा मे B 3 या B 4 कोच मे सीट नंबर 40 उनका वोलेट जो कि व्हाइट शर्ट के अंदर रखा है गाड़ी मे छूट गया हैरेल्वे यात्रियो की सुरक्षा और संरक्षा सुनिश्चित करने के लिए प्रतिबद्ध है, हमने आपकी शिकायत का हल समाधान करने के लिए RPF वडोदरा को अवगत कराया गया है, आपके द्धारा दर्शाई गई समस्या का समाधान किया जायेगा, हमारे प्रयास पर आपकी प्रतिक्रिया हमारा उस्ताहवर्धन करेगा । । ",12927,WR,RTM,,1,,,,,,DDR - EKNR [SUPERFAST]
No,Satisfactory,2.02404E+12,02-04-2024 06:11,T,W,0,Coach - Cleanliness,Toilet,EC,DNR,CNW,Closed,02-04-2024 06:13,02-04-2024 07:33,01:20,Toilet of coach S4 is dirty,"Your inconvenience is deeply regretted.  On board staff [ sujit kumar ] [ cleaned all toilets ] & rectified passenger complaint . Wish you very happy journey, Sir.                                                                                                                                                                                                                                  ",13281,EC,DNR,,,SL,3,,NNA,115065,DBRG-RJPB EXPRESS [MAIL EXPRESS]
SLA 1,,2.02404E+12,,T,H,0,Bed Roll,Non Availability,WR,BCT,CNW,Closed,02-04-2024 06:13,02-04-2024 07:10,00:57,Customer complained AC is not working and passenger are telling that  attender cannot found in train so please check   ,"Dear Sir, the problem faced by you is deeply regretted. Your complaint has been attended.  We wish you a happy, safe and comfortable journey ahead.",19038,WR,BCT,,5,3E,17,,,224516,AVADH EXPRESS [MAIL EXPRESS]
SLA 1,Unsatisfactory,2.02404E+12,02-04-2024 05:50,S,M,0,Cleanliness,Toilet,CR,CSTM,CHG,Closed,02-04-2024 06:13,02-04-2024 07:14,01:00,Guru Tegh Bahadur Nagar Railway Station toilets and station premises needs urgent cleaning and maintenance.,"SIR, GRIEVANCE IS NOTED, ISSUE WILL BE EXAMINED, INCONVENIENCE CAUSED IS DEEPLY REGRETTED .",GTBN,,,,1,,,,,,NA
SLA 1,,2.02404E+12,,T,H,0,Coach - Cleanliness,Toilet,NE,LJN,CNW,Closed,02-04-2024 06:13,02-04-2024 10:52,04:38,Customer has raised concerns regarding toilets are dirty it is not clean,"Sorry for the inconvenience caused to you, Talked to the passenger Mr. Ghyanshyam ji Sir your complaint regarding toilet cleaning in coach no general coach from Guard side is attending by OBHS staff. We will be highly appreciative of your feedback and we wish you a happy, safe, and comfortable journey ahead.",15018,NE,LJN,,19,,,,,,GKP-LTT EXPRESS [MAIL EXPRESS]
No,Satisfactory,2.02404E+12,,T,H,0,Water Availability,Toilet,CR,CSTM,CNW,Closed,02-04-2024 06:13,02-04-2024 06:44,00:30,AI Generated Complaint Description:The bathroom is not clean as per my request.  Complaint User Input:मेरी रिक्वेस्ट में बाथरूम साफ़ नहीं है,"Dear sir toilet cleaning done and air lock issue resolve by onboard staff now water coming in all tap same confirm by passenger. If you have received good assistance from us, please provide better feedback and if you face any problem regarding cleanliness and bedroll service during this journey then please call 9004411419",12107,CR,CSTM,,,SL,2,Air lock ,LAR,196063,LTT-STP EXPRESS [SUPERFAST]
SLA 2,,2.02404E+12,,T,H,0,Water Availability,Toilet,NF,TSK,ELE,Closed,02-04-2024 06:14,02-04-2024 14:55,08:41,AI Generated Complaint Description:There is no water supply in the lavatory in my coach.  Complaint User Input:मेरे कोच में लॉटरिंग बाथ में पानी नहीं आ रहा है,Inconvenience is deeply regretted .onboard Staff attended and resolved the matter. wishing you happy journey Thankyou.,15910,NF,TSK,,7,SL,65,,MFP,194612,AVADH ASSAM EXPRESS [MAIL EXPRESS]
SLA 1,,2.02404E+12,,T,H,0,Security,Unauthorized person in Ladies/Disabled Coach/SLR/Reserve Coach,NR,MB,RPF,Closed,02-04-2024 06:14,02-04-2024 09:22,03:07,PNR 2908353121 and Phone Number 8597199504,गाड़ी को हापुड़  में अटेण्ड किया गया यात्री  की समस्या का समाधान हो गया है अब उन्हें कोई समस्या नहीं है,15910,NF,TSK,,5,,,,,,AVADH ASSAM EXPRESS [MAIL EXPRESS]
No,Unsatisfactory,2.02404E+12,,T,H,0,Security,Unauthorized person in Ladies/Disabled Coach/SLR/Reserve Coach,SR,SA,CML,Closed,02-04-2024 06:14,02-04-2024 06:51,00:36,UNAUTHORIZED PERSON TRAIN MAI HAI ," Sir, regarding your complaint on unauthorized passengers in reserved coach, the TTE of the coach S8 has been advised to attend the coach and the RPF has been arranged at PER jn to assist the batch in charge in clearing the unauthorized passengers.    ",22643,SR,TVC,,1,SL,17,The TTE and the RPF didn’t assist or turn up to help us in any way.,PER,36250,ERS-PNBE  BI-WKLY SF EXP [SUPERFAST]
